score,actions,loss,eps
5.8,2.98,4.549302330430475,0.9998156125
523.5,281.72,5.901476690095312,0.9823841875
467.8,265.72,6.127279667412109,0.9659427625
501.3,267.3,6.133118956600196,0.949403575
437.1,256.52,6.083070948585489,0.9335314
502.6,269.24,6.100899680594861,0.916872175
576.9,288.62,6.289717892573021,0.8990138125
533.0,273.8,6.133613020222067,0.8820724375
537.0,278.54,5.879048543587264,0.864837775
573.8,283.6,5.774429702557598,0.847290025
555.5,281.88,5.79855376359149,0.8298487
574.8,283.52,5.8976772765144,0.8123059
580.9,281.84,5.756845285413098,0.79486705
633.6,291.9,5.868436685319543,0.7768057374999999
712.4,297.28,5.743022371730688,0.7584115375
622.1,289.84,5.72854558093566,0.7404776875
676.7,297.2,5.912278644677901,0.7220884375000001
681.6,300.88,5.626396752473471,0.7034714875
669.2,296.12,5.691677450336083,0.6851490625000001
606.1,278.04,5.633676771247794,0.6679453375
738.7,307.78,5.6607664547928875,0.64890145
719.2,294.64,5.886900531773513,0.6306706
790.1,312.2,5.7131333847957215,0.611353225
700.0,306.66,5.541498106162278,0.5923786375
883.0,327.42,5.56907067191447,0.572119525
750.5,300.34,5.434437479327874,0.5535359875
768.7,301.34,5.769975120875308,0.534890575
783.5,324.36,5.532220940910833,0.5148208000000001
752.5,317.46,5.494942197935701,0.4951779625
775.1,312.9,5.384439548050016,0.47581727500000004
743.8,307.38,5.4116280946351685,0.4567981375
828.9,320.12,5.816761072877385,0.4369907125
825.5,306.6,5.6083993132603585,0.41801983750000005
855.4,324.9,5.622928923350022,0.39791665
851.7,318.62,5.50581285673142,0.37820203750000003
773.6,305.4,5.558460619921669,0.35930541250000003
855.6,312.56,5.895309103726522,0.3399657625
1010.9,326.66,5.692696985126346,0.31975367500000007
896.6,330.94,5.5471096579954375,0.2992767625
810.1,320.1,5.297152317154882,0.27947057499999994
1001.1,350.72,5.064556006533618,0.257769775
829.4,321.22,5.322438162461128,0.23789428750000008
937.8,334.16,5.090185979688003,0.21721813749999996
866.5,318.62,5.213999867382623,0.1975035249999999
879.6,319.34,5.317562227950099,0.17774436250000003
935.7,330.4,5.302857689512329,0.15730086250000008
838.4,312.78,5.489483263280701,0.13794759999999995
948.2,316.46,5.449437618664802,0.1183666375000001
823.9,307.44,5.5355853714371515,0.09934378750000006
916.5,350.3,5.435378137046177,0.07766897500000003
854.3,339.82,5.04419190713229,0.05664261249999991
1037.9,362.58,5.290446825704897,0.05
1173.0,357.5,5.209575350294854,0.05
1200.9,358.04,5.575044906442329,0.05
952.9,350.82,5.686235620975162,0.05
960.6,365.46,5.502671957138159,0.05
984.5,355.96,5.363304455535346,0.05
844.2,310.9,5.239160229702234,0.05
788.2,300.66,5.252085113230032,0.05
868.0,304.68,5.196658102943381,0.05
